date,act_symbol,expiration,strike,type,bid,ask,vol,delta,gamma,theta,vega,rho,underlying_price
9/2/2019,AAPL,8/3/2019,167.5,Call,6.15,6.35,0.2384,0.6268,0.0336,-0.0831,0.1787,0.0771,54.69
9/2/2019,AAPL,8/3/2019,167.5,Put,2.88,2.96,0.2322,-0.3727,0.0349,-0.0702,0.1795,-0.044,54.69
9/2/2019,AAPL,8/3/2019,170,Call,4.7,4.85,0.234,0.5397,0.036,-0.0844,0.1873,0.0669,54.69
9/2/2019,AAPL,8/3/2019,170,Put,3.85,4,0.2269,-0.4629,0.0376,-0.0712,0.1874,-0.0532,54.69
9/2/2019,AAPL,8/3/2019,175,Call,2.45,2.52,0.2245,0.3575,0.0352,-0.0747,0.1761,0.0448,54.69
9/2/2019,AAPL,8/3/2019,175,Put,6.6,6.7,0.217,-0.654,0.0371,-0.0612,0.1734,-0.0679,54.69
9/2/2019,AAPL,8/3/2019,177.5,Call,1.67,1.76,0.2222,0.2743,0.0318,-0.0656,0.1573,0.0345,54.69
9/2/2019,AAPL,8/3/2019,177.5,Put,8.25,8.5,0.2129,-0.7438,0.0336,-0.0511,0.1556,-0.0708,54.69
9/2/2019,AAPL,8/3/2019,182.5,Call,0.73,0.77,0.2203,0.1444,0.0219,-0.0439,0.1072,0.0183,54.69
9/2/2019,AAPL,8/3/2019,182.5,Put,12.3,12.6,0.2055,-0.8878,0.0227,-0.0267,0.0942,-0.0606,54.69
9/2/2019,AAPL,8/3/2019,187.5,Call,0.32,0.36,0.2275,0.0729,0.0129,-0.0274,0.0653,0.0093,54.69
9/2/2019,AAPL,8/3/2019,187.5,Put,17,17.25,0.2015,-0.9726,0.0123,-0.0071,0.0337,-0.024,54.69
9/2/2019,AAPL,8/3/2019,195,Call,0.11,0.14,0.2476,0.0285,0.0056,-0.0139,0.0308,0.0036,54.69
9/2/2019,AAPL,8/3/2019,195,Put,24.35,24.65,0.2476,-0.9922,0.006,-0.0028,0.013,-0.0053,54.69
9/2/2019,AAPL,29/3/2019,145,Call,26.35,26.7,0.3136,0.9324,0.0067,-0.0356,0.0816,0.1775,54.69
9/2/2019,AAPL,29/3/2019,145,Put,0.43,0.47,0.2927,-0.0556,0.0061,-0.0202,0.07,-0.0133,54.69
9/2/2019,AAPL,29/3/2019,152.5,Call,19.4,19.65,0.2791,0.8793,0.0115,-0.045,0.1253,0.1748,54.69
9/2/2019,AAPL,29/3/2019,152.5,Put,0.93,0.98,0.2684,-0.1125,0.0115,-0.0314,0.1225,-0.0248,54.69
9/2/2019,AAPL,29/3/2019,157.5,Call,15.05,15.35,0.2644,0.8155,0.0162,-0.0538,0.1663,0.166,54.69
9/2/2019,AAPL,29/3/2019,157.5,Put,1.56,1.63,0.2549,-0.1775,0.0165,-0.0403,0.1617,-0.0386,54.69
9/2/2019,AAPL,29/3/2019,162.5,Call,11.15,11.4,0.2525,0.7251,0.0212,-0.0617,0.2082,0.1506,54.69
9/2/2019,AAPL,29/3/2019,162.5,Put,2.61,2.7,0.2447,-0.2713,0.0219,-0.0487,0.205,-0.0577,54.69
9/2/2019,AAPL,29/3/2019,167.5,Call,7.75,8,0.2422,0.6095,0.0254,-0.0661,0.2395,0.1287,54.69
9/2/2019,AAPL,29/3/2019,167.5,Put,4.2,4.35,0.2366,-0.3921,0.0264,-0.0538,0.2418,-0.0802,54.69
9/2/2019,AAPL,29/3/2019,170,Call,6.3,6.5,0.2371,0.5444,0.0268,-0.0661,0.2474,0.1158,54.69
9/2/2019,AAPL,29/3/2019,170,Put,5.2,5.4,0.2314,-0.4599,0.028,-0.0537,0.2474,-0.092,54.69
9/2/2019,AAPL,29/3/2019,175,Call,3.95,4.1,0.2303,0.4085,0.027,-0.0617,0.2424,0.0879,54.69
9/2/2019,AAPL,29/3/2019,175,Put,7.8,8,0.2229,-0.6033,0.0286,-0.0487,0.2383,-0.1116,54.69
9/2/2019,AAPL,29/3/2019,177.5,Call,3,3.15,0.2263,0.3416,0.026,-0.0569,0.2291,0.0739,54.69
9/2/2019,AAPL,29/3/2019,177.5,Put,9.4,9.6,0.2203,-0.6733,0.0275,-0.0442,0.228,-0.1175,54.69
9/2/2019,AAPL,29/3/2019,182.5,Call,1.68,1.78,0.2226,0.2244,0.0216,-0.0451,0.1869,0.049,54.69
9/2/2019,AAPL,29/3/2019,182.5,Put,13.05,13.3,0.2136,-0.8012,0.0231,-0.0311,0.1769,-0.1168,54.69
9/2/2019,AAPL,29/3/2019,187.5,Call,0.88,0.96,0.2211,0.1364,0.0158,-0.0324,0.1364,0.0299,54.69
9/2/2019,AAPL,29/3/2019,187.5,Put,17.3,17.6,0.2091,-0.8999,0.017,-0.0174,0.1105,-0.0922,54.69
9/2/2019,AAPL,29/3/2019,195,Call,0.34,0.39,0.2265,0.0616,0.0086,-0.0183,0.0759,0.0136,54.69
9/2/2019,AAPL,29/3/2019,195,Put,24.4,24.7,0.2265,-0.966,0.0101,-0.007,0.0506,-0.0445,54.69
9/2/2019,ABBV,22/2/2019,70,Call,9.35,10.1,0.3255,0.9811,0.0091,-0.0131,0.0072,0.0262,68.72393701
9/2/2019,ABBV,22/2/2019,70,Put,0.03,0.07,0.3178,-0.0167,0.0084,-0.0073,0.0065,-0.0005,68.72393701
9/2/2019,ABBV,22/2/2019,71.5,Call,8.05,8.6,0.3255,0.9595,0.0171,-0.0206,0.0136,0.0261,68.72393701
9/2/2019,ABBV,22/2/2019,71.5,Put,0.06,0.09,0.3178,-0.0371,0.0163,-0.0141,0.0126,-0.0012,68.72393701
9/2/2019,ABBV,22/2/2019,74,Call,5.4,6.1,0.1625,0.991,0.0096,-0.0073,0.0038,0.0281,68.72393701
9/2/2019,ABBV,22/2/2019,74,Put,0.14,0.17,0.275,-0.0783,0.0341,-0.022,0.0228,-0.0025,68.72393701
9/2/2019,ABBV,22/2/2019,76.5,Call,3.5,3.7,0.2343,0.8236,0.0709,-0.0382,0.0404,0.0238,68.72393701
9/2/2019,ABBV,22/2/2019,76.5,Put,0.36,0.4,0.24,-0.1821,0.071,-0.0345,0.0418,-0.0053,68.72393701
9/2/2019,ABBV,22/2/2019,78,Call,2.39,2.48,0.226,0.6995,0.0987,-0.0476,0.0543,0.0204,68.72393701
9/2/2019,ABBV,22/2/2019,78,Put,0.66,0.72,0.2257,-0.3012,0.0996,-0.0424,0.0551,-0.0085,68.72393701
9/2/2019,ABBV,22/2/2019,79.5,Call,1.4,1.49,0.2121,0.5381,0.1201,-0.0498,0.0619,0.0159,68.72393701
9/2/2019,ABBV,22/2/2019,79.5,Put,1.18,1.25,0.214,-0.4642,0.1203,-0.0452,0.062,-0.0125,68.72393701
9/2/2019,ABBV,22/2/2019,81.5,Call,0.56,0.63,0.2043,0.3004,0.1092,-0.0412,0.0543,0.0089,68.72393701
9/2/2019,ABBV,22/2/2019,81.5,Put,2.31,2.42,0.2057,-0.7032,0.1106,-0.0366,0.0544,-0.0167,68.72393701
9/2/2019,ABBV,22/2/2019,83,Call,0.24,0.29,0.2027,0.1617,0.0775,-0.0286,0.0382,0.0048,68.72393701
9/2/2019,ABBV,22/2/2019,83,Put,3.45,3.65,0.2069,-0.8409,0.0797,-0.0247,0.0391,-0.0167,68.72393701
9/2/2019,ABBV,22/2/2019,85,Call,0.07,0.09,0.2057,0.059,0.0366,-0.0138,0.0183,0.0018,67.62
9/2/2019,ABBV,22/2/2019,85,Put,5.25,5.55,0.2254,-0.9328,0.0432,-0.0135,0.0209,-0.0133,67.62
9/2/2019,ABBV,22/2/2019,87.5,Call,0,0.04,0.2146,0.0144,0.0109,-0.0044,0.0057,0.0004,67.62
9/2/2019,ABBV,22/2/2019,87.5,Put,7.6,8.35,0.2218,-0.9981,0.0089,0,0.0018,0,67.62
9/2/2019,ABBV,22/2/2019,91.5,Call,0,0.03,0.2146,0.0006,0.0006,-0.0002,0.0003,0,67.62
9/2/2019,ABBV,22/2/2019,91.5,Put,11.6,12.1,0.2218,-1,0,0,0,0,67.62
9/2/2019,ABBV,8/3/2019,70,Call,9,10.55,0.3152,0.9393,0.0173,-0.0195,0.0265,0.0497,67.62
9/2/2019,ABBV,8/3/2019,70,Put,0.15,0.33,0.3152,-0.0607,0.0173,-0.0146,0.0265,-0.0039,67.62
9/2/2019,ABBV,8/3/2019,71.5,Call,7.7,8.9,0.3152,0.9042,0.0245,-0.0256,0.0375,0.0486,67.62
9/2/2019,ABBV,8/3/2019,71.5,Put,0.21,0.46,0.3152,-0.0958,0.0245,-0.0206,0.0371,-0.0057,67.62
9/2/2019,ABBV,8/3/2019,74,Call,5.9,6.4,0.2429,0.8771,0.038,-0.0239,0.0449,0.0489,67.62
9/2/2019,ABBV,8/3/2019,74,Put,0.39,0.54,0.2697,-0.1465,0.0388,-0.0237,0.0526,-0.0086,67.62
9/2/2019,ABBV,8/3/2019,76.5,Call,4.1,4.6,0.2696,0.7282,0.0558,-0.039,0.0732,0.0412,67.62
9/2/2019,ABBV,8/3/2019,76.5,Put,0.8,1.14,0.2606,-0.2668,0.0576,-0.0325,0.0731,-0.0152,67.62
9/2/2019,ABBV,8/3/2019,78,Call,3,3.2,0.237,0.65,0.0708,-0.038,0.0817,0.0373,67.62
9/2/2019,ABBV,8/3/2019,78,Put,1.26,1.45,0.2457,-0.3559,0.0695,-0.0344,0.0819,-0.0199,67.62
9/2/2019,ABBV,8/3/2019,80,Call,1.84,2.04,0.2299,0.4991,0.0786,-0.0388,0.088,0.029,67.62
9/2/2019,ABBV,8/3/2019,80,Put,2.07,2.34,0.2388,-0.5033,0.0769,-0.0352,0.0881,-0.0268,67.62
9/2/2019,ABBV,8/3/2019,81.5,Call,1.17,1.46,0.2297,0.3842,0.0754,-0.0366,0.0843,0.0225,67.62
9/2/2019,ABBV,8/3/2019,81.5,Put,2.9,3.2,0.235,-0.6177,0.0753,-0.0325,0.0841,-0.0311,67.62
9/2/2019,ABBV,8/3/2019,83,Call,0.7,0.81,0.2164,0.2673,0.0689,-0.0295,0.0726,0.0158,67.62
9/2/2019,ABBV,8/3/2019,83,Put,3.85,4.3,0.2332,-0.7232,0.0675,-0.0276,0.0731,-0.0335,67.62
9/2/2019,ABBV,8/3/2019,85,Call,0.31,0.48,0.2203,0.1589,0.0498,-0.0219,0.0534,0.0094,67.62
9/2/2019,ABBV,8/3/2019,85,Put,5.2,6.15,0.2337,-0.8364,0.0517,-0.0195,0.0566,-0.0326,67.62
9/2/2019,ABBV,8/3/2019,87.5,Call,0.11,0.24,0.2206,0.0705,0.0277,-0.0121,0.0298,0.0042,67.62
9/2/2019,ABBV,8/3/2019,87.5,Put,7.5,8.95,0.3092,-0.8567,0.0355,-0.0242,0.0521,-0.0344,67.62
9/2/2019,ABBV,8/3/2019,91.5,Call,0,1.48,0.2244,0.0152,0.0077,-0.0035,0.0084,0.0009,67.62
9/2/2019,ABBV,8/3/2019,91.5,Put,9.85,14,0.317,-0.9465,0.0194,-0.0108,0.0249,-0.0244,67.62
9/2/2019,ABBV,29/3/2019,72,Call,8.15,8.6,0.2533,0.8801,0.0271,-0.0195,0.0583,0.0828,67.62
9/2/2019,ABBV,29/3/2019,72,Put,0.57,0.69,0.2812,-0.143,0.0277,-0.0182,0.068,-0.0147,67.62
9/2/2019,ABBV,29/3/2019,74,Call,6.1,7.1,0.236,0.8258,0.0373,-0.0223,0.075,0.0794,67.62
9/2/2019,ABBV,29/3/2019,74,Put,0.86,1.2,0.2802,-0.2114,0.0357,-0.0231,0.0851,-0.0215,67.62
9/2/2019,ABBV,29/3/2019,76.5,Call,4.75,5,0.2487,0.7019,0.0478,-0.0293,0.1012,0.0684,67.62
9/2/2019,ABBV,29/3/2019,76.5,Put,1.44,1.86,0.2685,-0.3113,0.0456,-0.0267,0.1024,-0.031,67.62
9/2/2019,ABBV,29/3/2019,78,Call,3.65,4.05,0.2411,0.6269,0.0538,-0.0305,0.1105,0.0618,67.62
9/2/2019,ABBV,29/3/2019,78,Put,1.92,2.13,0.2503,-0.3794,0.0528,-0.0265,0.1106,-0.0368,67.62
9/2/2019,ABBV,29/3/2019,79.5,Call,2.83,3.1,0.2358,0.5432,0.0577,-0.0307,0.1157,0.0541,67.62
9/2/2019,ABBV,29/3/2019,79.5,Put,2.4,2.78,0.2402,-0.4614,0.0577,-0.0261,0.1157,-0.0433,67.62
9/2/2019,ABBV,29/3/2019,81.5,Call,1.79,2.09,0.2248,0.4238,0.0597,-0.0285,0.1143,0.0427,67.62
9/2/2019,ABBV,29/3/2019,81.5,Put,3.55,3.85,0.2407,-0.5754,0.0573,-0.0253,0.1144,-0.0513,67.62
9/2/2019,ABBV,29/3/2019,83,Call,1.33,1.53,0.2261,0.3405,0.0556,-0.0265,0.107,0.0345,67.62
9/2/2019,ABBV,29/3/2019,83,Put,4.45,4.8,0.2365,-0.66,0.0552,-0.0228,0.1077,-0.0554,67.62
9/2/2019,ABBV,29/3/2019,85,Call,0.81,0.96,0.2236,0.2398,0.0476,-0.022,0.0906,0.0244,67.62
9/2/2019,ABBV,29/3/2019,85,Put,5.85,6.4,0.2394,-0.7552,0.0479,-0.0192,0.0907,-0.0574,67.62
9/2/2019,ABBV,29/3/2019,86,Call,0.62,0.91,0.2327,0.2079,0.0422,-0.021,0.0836,0.0212,67.62
9/2/2019,ABBV,29/3/2019,86,Put,6.65,7.2,0.2394,-0.7979,0.0438,-0.0168,0.0833,-0.0566,67.62
9/2/2019,ABC,22/2/2019,71.5,Call,10.9,14.4,0.3242,0.9996,0.0004,-0.0054,0.0003,0.0116,68.72393701
9/2/2019,ABC,22/2/2019,71.5,Put,0,0.15,0.3242,-0.0051,0.0028,-0.0028,0.0024,-0.0002,68.72393701
9/2/2019,ABC,22/2/2019,76,Call,8,9.8,0.3242,0.9747,0.0146,-0.0199,0.0086,0.0129,68.72393701
9/2/2019,ABC,22/2/2019,76,Put,0,0.25,0.3242,-0.054,0.0206,-0.0206,0.018,-0.0018,68.72393701
9/2/2019,ABC,22/2/2019,78.5,Call,4.7,7.7,0.3752,0.8627,0.0425,-0.0624,0.0367,0.0158,68.72393701
9/2/2019,ABC,22/2/2019,78.5,Put,0.25,0.4,0.309,-0.1255,0.0407,-0.0367,0.0339,-0.0042,68.72393701
9/2/2019,ABC,22/2/2019,81,Call,3,3.9,0.1886,0.9038,0.0721,-0.0298,0.0253,0.0139,68.72393701
9/2/2019,ABC,22/2/2019,81,Put,0.55,0.8,0.2769,-0.2436,0.0693,-0.0497,0.0516,-0.0074,68.72393701
9/2/2019,ABC,22/2/2019,82.5,Call,2.45,2.7,0.2552,0.6816,0.0981,-0.0654,0.057,0.0151,68.72393701
9/2/2019,ABC,22/2/2019,82.5,Put,0.95,1.2,0.2639,-0.3557,0.0866,-0.056,0.0608,-0.0105,68.72393701
9/2/2019,ABC,22/2/2019,85,Call,1,1.25,0.2369,0.4184,0.1073,-0.0605,0.064,0.0115,68.72393701
9/2/2019,ABC,22/2/2019,85,Put,2,2.35,0.2446,-0.5918,0.0979,-0.0529,0.0641,-0.0163,68.72393701
9/2/2019,ABC,22/2/2019,86,Call,0.65,0.85,0.2327,0.3151,0.0969,-0.0524,0.0578,0.0091,68.72393701
9/2/2019,ABC,22/2/2019,86,Put,2.65,2.95,0.2395,-0.6883,0.0915,-0.0464,0.0574,-0.018,68.72393701
9/2/2019,ABC,22/2/2019,87.5,Call,0.3,0.45,0.2283,0.1868,0.0728,-0.0377,0.0442,0.0057,68.72393701
9/2/2019,ABC,22/2/2019,87.5,Put,3.7,4.1,0.2292,-0.8186,0.0723,-0.0315,0.0436,-0.0192,68.72393701
9/2/2019,ABC,22/2/2019,90,Call,0,0.15,0.245,0.0784,0.0364,-0.0215,0.024,0.0025,68.72393701
9/2/2019,ABC,22/2/2019,90,Put,4.6,7.1,0.2507,-0.9226,0.0371,-0.0167,0.0247,-0.0188,68.72393701
9/2/2019,ABC,22/2/2019,92.5,Call,0,0.15,0.2881,0.0462,0.0205,-0.0166,0.0159,0.0015,68.72393701
9/2/2019,ABC,22/2/2019,92.5,Put,6.5,10.8,0.2909,-0.9573,0.0203,-0.0104,0.0163,-0.0183,68.72393701
9/2/2019,ABC,22/2/2019,95,Call,0,0.15,0.3311,0.0309,0.0128,-0.0137,0.0115,0.001,68.72393701
9/2/2019,ABC,22/2/2019,95,Put,10.8,11.4,0.3311,-0.9734,0.0122,-0.0064,0.0112,-0.0181,68.72393701
9/2/2019,ABC,8/3/2019,71.5,Call,10.5,15.1,0.3128,0.9936,0.0043,-0.009,0.004,0.0132,68.72393701
9/2/2019,ABC,8/3/2019,71.5,Put,0.1,0.3,0.3237,-0.032,0.0095,-0.0094,0.0167,-0.0021,68.72393701
9/2/2019,ABC,8/3/2019,76,Call,6.5,10.4,0.2802,0.9411,0.0264,-0.0249,0.0262,0.0236,68.72393701
9/2/2019,ABC,8/3/2019,76,Put,0.35,0.55,0.3203,-0.1183,0.0267,-0.0257,0.048,-0.0074,68.72393701
9/2/2019,ABC,8/3/2019,78.5,Call,4.9,7.4,0.261,0.8613,0.047,-0.0355,0.0523,0.0349,68.72393701
9/2/2019,ABC,8/3/2019,78.5,Put,0.65,0.9,0.3,-0.1932,0.0396,-0.0332,0.0661,-0.0119,68.72393701
9/2/2019,ABC,8/3/2019,81,Call,4.1,4.6,0.2763,0.7057,0.0575,-0.0462,0.0798,0.0384,68.72393701
9/2/2019,ABC,8/3/2019,81,Put,1.1,1.55,0.282,-0.3041,0.0538,-0.0394,0.0814,-0.0183,68.72393701
9/2/2019,ABC,8/3/2019,82.5,Call,3.1,3.5,0.2646,0.6179,0.0639,-0.0466,0.088,0.0362,68.72393701
9/2/2019,ABC,8/3/2019,82.5,Put,1.55,1.95,0.2665,-0.3867,0.0624,-0.0404,0.0886,-0.0227,68.72393701
9/2/2019,ABC,8/3/2019,84.5,Call,1.95,2.35,0.2536,0.4855,0.0683,-0.0451,0.0931,0.0296,68.72393701
9/2/2019,ABC,8/3/2019,84.5,Put,2.35,2.85,0.255,-0.5178,0.0684,-0.0396,0.0929,-0.029,68.72393701
9/2/2019,ABC,8/3/2019,85.5,Call,1.5,2.05,0.2586,0.4211,0.0654,-0.0445,0.0913,0.0259,68.72393701
9/2/2019,ABC,8/3/2019,85.5,Put,2.9,3.3,0.2461,-0.5885,0.0694,-0.0369,0.091,-0.0319,68.72393701
9/2/2019,ABC,8/3/2019,87.5,Call,0.75,1,0.2292,0.2749,0.0628,-0.0334,0.078,0.0172,68.72393701
9/2/2019,ABC,8/3/2019,87.5,Put,4,5.9,0.3071,-0.6699,0.0519,-0.0429,0.0858,-0.0357,68.72393701
9/2/2019,ABC,8/3/2019,90,Call,0.3,0.45,0.2248,0.1439,0.0434,-0.022,0.0527,0.009,68.72393701
9/2/2019,ABC,8/3/2019,90,Put,5.5,6.7,0.1582,-0.9567,0.0322,-0.0017,0.0233,-0.0224,68.72393701
9/2/2019,ABC,8/3/2019,92.5,Call,0,0.3,0.2248,0.0664,0.0247,-0.0124,0.03,0.0042,68.72393701
9/2/2019,ABC,8/3/2019,92.5,Put,6.5,10.8,0.1582,-0.9954,0.0055,0,0.004,-0.0161,68.72393701
9/2/2019,ABC,8/3/2019,95,Call,0,0.5,0.2248,0.0267,0.0118,-0.0059,0.0143,0.0017,68.72393701
9/2/2019,ABC,8/3/2019,95,Put,9.3,12.5,0.1582,-0.9999,0.0002,0,0.0002,-0.0155,68.72393701
9/2/2019,ABC,29/3/2019,79.5,Call,6,6.4,0.2809,0.7293,0.0385,-0.0333,0.1005,0.074,68.72393701
9/2/2019,ABC,29/3/2019,79.5,Put,1.35,1.7,0.2814,-0.2726,0.0388,-0.0279,0.1009,-0.0289,68.72393701
9/2/2019,ABC,29/3/2019,81,Call,4.8,5.3,0.2663,0.6725,0.0443,-0.034,0.1116,0.0692,68.72393701
9/2/2019,ABC,29/3/2019,81,Put,1.75,2.1,0.2714,-0.3322,0.044,-0.0291,0.1118,-0.0347,68.72393701
9/2/2019,ABC,29/3/2019,82.5,Call,3.9,4.3,0.2619,0.603,0.0481,-0.0351,0.1192,0.0627,68.72393701
9/2/2019,ABC,29/3/2019,82.5,Put,2.25,2.6,0.2626,-0.4003,0.0486,-0.0297,0.1192,-0.0408,68.72393701
9/2/2019,ABC,29/3/2019,84.5,Call,2.75,3.1,0.2499,0.5029,0.0522,-0.0342,0.1229,0.053,68.72393701
9/2/2019,ABC,29/3/2019,84.5,Put,3.1,3.5,0.2545,-0.5011,0.052,-0.0293,0.1227,-0.0492,68.72393701
9/2/2019,ABC,29/3/2019,86,Call,2.05,2.35,0.2429,0.4234,0.0527,-0.0323,0.1213,0.045,68.72393701
9/2/2019,ABC,29/3/2019,86,Put,3.8,4.3,0.2452,-0.5818,0.0533,-0.0271,0.1206,-0.0546,68.72393701
9/2/2019,ABC,29/3/2019,87.5,Call,1.45,1.9,0.243,0.3492,0.0497,-0.0303,0.1149,0.0374,68.72393701
9/2/2019,ABC,29/3/2019,87.5,Put,4.8,5.4,0.2517,-0.6523,0.0495,-0.026,0.1136,-0.0587,68.72393701
9/2/2019,ABC,29/3/2019,90,Call,0.65,1.1,0.2279,0.2246,0.0429,-0.0228,0.0912,0.0244,68.72393701
9/2/2019,ABC,29/3/2019,90,Put,6.4,7.1,0.2309,-0.785,0.0446,-0.0177,0.0889,-0.0595,68.72393701
9/2/2019,ABC,29/3/2019,92.5,Call,0.35,0.5,0.2199,0.13,0.0313,-0.0153,0.065,0.0141,68.72393701
9/2/2019,ABC,29/3/2019,92.5,Put,7.7,10.6,0.2702,-0.829,0.0336,-0.018,0.0801,-0.0603,68.72393701
9/2/2019,ABC,29/3/2019,93.5,Call,0.25,0.4,0.2201,0.1041,0.0267,-0.0131,0.0555,0.0113,68.72393701
9/2/2019,ABC,29/3/2019,93.5,Put,8.3,11.6,0.2606,-0.8685,0.0304,-0.014,0.0661,-0.0559,68.72393701
9/2/2019,ABMD,15/2/2019,290,Call,49.1,52.8,0.5091,0.9906,0.001,-0.0634,0.0119,0.0549,68.72393701
9/2/2019,ABMD,15/2/2019,290,Put,0.1,0.65,0.5091,-0.0094,0.001,-0.0431,0.0119,-0.0006,68.72393701
9/2/2019,ABMD,15/2/2019,310,Call,29.5,33.2,0.5091,0.9198,0.0062,-0.2758,0.0704,0.0539,68.72393701
9/2/2019,ABMD,15/2/2019,310,Put,0.65,1.15,0.5091,-0.0802,0.0062,-0.2541,0.0704,-0.0054,68.72393701
9/2/2019,ABMD,15/2/2019,320,Call,20.1,23.6,0.3223,0.9295,0.0089,-0.1676,0.0638,0.0566,68.72393701
9/2/2019,ABMD,15/2/2019,320,Put,1.1,2.05,0.4481,-0.1413,0.0106,-0.3366,0.1042,-0.009,68.72393701
